"Day","Home","Visitor","Hscore","Vscore","Neutral","Diff"
75,1390,1143,76,70,0,6
75,1392,1420,65,71,0,-6
75,1214,1219,58,72,0,-14
75,1313,1164,84,72,0,12
75,1259,1248,75,62,0,13
76,1193,1346,77,70,0,7
76,1188,1184,74,78,0,-4
76,1187,1374,56,71,0,-15
76,1202,1422,68,49,0,19
76,1273,1359,89,82,0,7
76,1160,1333,78,49,0,29
76,1404,1122,76,75,0,1
76,1278,1304,79,61,0,18
76,1424,1102,69,64,0,5
76,1268,1326,65,73,0,-8
76,1242,1329,78,66,0,12
76,1361,1363,85,54,0,31
76,1140,1211,71,82,0,-11
76,1392,1420,48,60,0,-12
76,1214,1219,76,71,0,5
76,1367,1205,77,69,0,8
76,1254,1383,96,84,0,12
76,1197,1300,59,50,0,9
76,1248,1259,80,76,0,4
76,1313,1164,64,74,0,-10
76,1394,1101,69,82,0,-13
76,1105,1115,56,55,0,1
76,1108,1212,62,67,0,-5
76,1380,1238,53,57,0,-4
76,1106,1290,65,68,0,-3
77,1209,1375,67,70,0,-3
77,1181,1323,89,93,0,-4
77,1301,1393,68,77,0,-9
77,1376,1104,78,81,0,-3
77,1246,1116,80,81,0,-1
77,1277,1336,60,58,0,2
77,1132,1245,67,71,0,-4
77,1243,1400,77,80,0,-3
77,1435,1120,67,73,0,-6
77,1403,1452,71,82,0,-11
77,1207,1166,48,63,0,-15
77,1395,1235,79,76,0,3
77,1139,1385,76,73,0,3
77,1173,1433,67,76,0,-9
77,1189,1241,61,70,0,-9
77,1382,1247,86,73,0,13
77,1197,1300,60,47,0,13
78,1344,1163,70,59,0,11
78,1422,1202,64,58,0,6
78,1409,1408,48,58,0,-10
78,1362,1337,68,76,0,-8
78,1150,1330,76,78,0,-2
78,1416,1455,60,61,0,-1
78,1234,1353,79,66,0,13
78,1378,1102,65,82,0,-17
78,1154,1190,79,71,0,8
78,1441,1440,74,72,0,2
78,1130,1448,65,69,0,-4
78,1206,1200,77,45,0,32
78,1459,1151,66,78,0,-12
78,1210,1438,49,57,0,-8
78,1434,1133,52,76,0,-24
78,1179,1320,80,59,0,21
78,1397,1208,89,81,0,8
78,1283,1356,65,53,0,12
78,1359,1273,70,77,0,-7
78,1387,1348,67,60,0,7
78,1321,1102,76,79,0,-3
78,1279,1281,80,59,0,21
78,1280,1261,80,94,0,-14
78,1437,1266,96,64,0,32
78,1361,1363,77,55,0,22
78,1304,1458,48,61,0,-13
78,1372,1394,80,68,0,12
78,1358,1368,79,61,0,18
78,1230,1322,67,68,0,-1
78,1249,1311,71,76,0,-5
78,1101,1223,88,59,0,29
79,1334,1102,84,57,0,27
79,1209,1204,79,75,0,4
79,1143,1102,75,76,0,-1
79,1390,1160,51,69,0,-18
79,1426,1402,56,63,0,-7
79,1242,1235,97,64,0,33
79,1286,1186,77,93,0,-16
79,1375,1407,73,70,0,3
79,1285,1451,80,67,0,13
79,1102,1102,66,72,0,-6
79,1112,1333,70,61,0,9
79,1278,1345,71,68,0,3
79,1122,1404,71,50,0,21
79,1240,1183,76,64,0,12
79,1226,1102,69,43,0,26
79,1113,1332,64,75,0,-11
79,1398,1287,66,79,0,-13
79,1125,1184,92,74,0,18
79,1399,1188,63,81,0,-18
79,1102,1201,63,69,0,-6
79,1129,1424,78,66,0,12
79,1102,1425,54,69,0,-15
79,1450,1417,81,73,0,8
79,1447,1192,76,72,0,4
79,1219,1149,77,73,0,4
79,1347,1457,64,80,0,-16
79,1214,1342,70,85,0,-15
79,1255,1205,57,54,0,3
79,1102,1254,66,60,0,6
79,1144,1367,72,71,0,1
79,1384,1383,67,70,0,-3
79,1148,1467,46,62,0,-16
80,1237,1227,89,69,0,20
80,1346,1145,67,74,0,-7
80,1464,1236,84,70,0,14
80,1453,1297,86,82,0,4
80,1233,1264,85,67,0,18
80,1267,1292,107,79,0,28
80,1413,1253,68,66,0,2
80,1416,1408,53,49,0,4
80,1102,1194,84,80,0,4
80,1352,1324,88,82,0,6
80,1460,1454,92,81,0,11
80,1415,1414,86,65,0,21
80,1275,1103,76,83,0,-7
80,1433,1382,67,64,0,3
80,1167,1471,76,71,0,5
80,1256,1412,70,58,0,12
80,1442,1102,75,69,0,6
80,1379,1317,49,65,0,-16
80,1443,1349,77,71,0,6
80,1282,1303,62,52,0,10
80,1430,1469,87,72,0,15
80,1117,1102,73,62,0,11
80,1155,1210,74,72,0,2
80,1304,1228,72,77,0,-5
80,1156,1102,83,89,0,-6
80,1431,1198,75,59,0,16
80,1370,1308,83,72,0,11
80,1218,1102,50,59,0,-9
80,1153,1396,71,69,0,2
80,1293,1369,80,60,0,20
80,1138,1444,86,54,0,32
80,1214,1342,62,57,0,5
80,1102,1254,64,46,0,18
80,1384,1383,80,66,0,14
80,1255,1205,78,71,0,7
80,1244,1391,61,74,0,-13
80,1219,1149,68,69,0,-1
80,1251,1316,73,61,0,12
80,1144,1367,64,49,0,15
80,1347,1457,47,55,0,-8
80,1239,1252,66,60,0,6
80,1107,1262,71,79,0,-8
80,1148,1467,52,72,0,-20
80,1466,1468,64,66,0,-2
81,1462,1163,72,80,0,-8
81,1199,1448,92,85,0,7
81,1237,1227,88,81,0,7
81,1329,1243,67,60,0,7
81,1326,1102,78,59,0,19
81,1151,1154,70,66,0,4
81,1179,1260,54,81,0,-27
81,1440,1359,85,56,0,29
81,1452,1328,90,91,0,-1
81,1346,1145,70,89,0,-19
81,1158,1189,71,53,0,18
81,1406,1318,67,76,0,-9
81,1246,1120,82,80,0,2
81,1280,1435,51,72,0,-21
81,1207,1139,78,63,0,15
81,1273,1422,74,77,0,-3
81,1405,1132,81,88,0,-7
81,1202,1441,88,70,0,18
81,1112,1332,61,63,0,-2
81,1245,1296,80,58,0,22
81,1226,1102,64,58,0,6
81,1241,1220,93,89,0,4
81,1261,1397,78,65,0,13
81,1400,1395,70,55,0,15
81,1393,1130,75,67,0,8
81,1286,1186,69,85,0,-16
81,1277,1234,58,88,0,-30
81,1102,1201,64,67,0,-3
81,1460,1454,92,82,0,10
81,1235,1242,50,64,0,-14
81,1315,1377,85,76,0,9
81,1104,1208,115,82,0,33
81,1200,1387,40,68,0,-28
81,1267,1292,96,85,0,11
81,1330,1150,64,45,0,19
81,1102,1194,86,75,0,11
81,1190,1459,71,49,0,22
81,1356,1229,55,80,0,-25
81,1301,1181,53,69,0,-16
81,1281,1116,81,86,0,-5
81,1256,1412,69,64,0,5
81,1285,1451,82,91,0,-9
81,1389,1193,50,55,0,-5
81,1353,1321,64,50,0,14
81,1166,1437,86,70,0,16
81,1399,1183,80,67,0,13
81,1102,1102,72,88,0,-16
81,1379,1317,56,68,0,-12
81,1398,1184,73,93,0,-20
81,1125,1287,73,58,0,15
81,1122,1369,78,63,0,15
81,1240,1188,80,60,0,20
81,1352,1324,81,86,0,-5
81,1464,1236,72,70,0,2
81,1453,1297,66,71,0,-5
81,1233,1264,70,77,0,-7
81,1402,1426,79,68,0,11
81,1407,1375,51,58,0,-7
81,1438,1314,60,48,0,12
81,1283,1133,80,58,0,22
81,1362,1211,61,100,0,-39
81,1443,1349,89,66,0,23
81,1376,1279,74,81,0,-7
81,1102,1117,65,67,0,-2
81,1258,1334,80,76,0,4
81,1156,1102,71,64,0,7
81,1413,1253,78,76,0,2
81,1167,1471,65,50,0,15
81,1102,1417,61,64,0,-3
81,1320,1434,57,70,0,-13
81,1177,1344,47,57,0,-10
81,1450,1425,65,76,0,-11
81,1442,1102,82,75,0,7
81,1337,1388,60,58,0,2
81,1282,1303,55,47,0,8
81,1331,1355,103,86,0,17
81,1430,1469,89,93,0,-4
81,1293,1404,84,55,0,29
81,1431,1198,77,68,0,9
81,1370,1308,58,65,0,-7
81,1129,1424,61,59,0,2
81,1143,1160,71,62,0,9
81,1218,1102,74,81,0,-7
81,1390,1102,73,66,0,7
81,1415,1414,67,73,0,-6
81,1465,1170,83,71,0,12
81,1216,1312,57,67,0,-10
81,1221,1131,82,65,0,17
81,1288,1313,69,74,0,-5
81,1436,1392,86,78,0,8
81,1119,1159,74,84,0,-10
81,1107,1262,81,69,0,12
81,1248,1259,97,94,0,3
81,1244,1391,83,75,0,8
81,1251,1316,80,60,0,20
81,1290,1108,56,70,0,-14
81,1106,1105,72,58,0,14
81,1239,1252,69,71,0,-2
81,1223,1249,80,75,0,5
81,1358,1146,97,57,0,40
81,1115,1380,71,73,0,-2
81,1212,1411,73,75,0,-2
81,1466,1468,63,87,0,-24
81,1192,1447,86,95,0,-9
81,1322,1270,69,66,0,3
81,1368,1311,84,86,0,-2
81,1101,1394,83,55,0,28
82,1153,1416,69,68,0,1
82,1158,1189,55,66,0,-11
82,1406,1318,68,57,0,11
82,1458,1276,59,67,0,-8
82,1241,1220,74,70,0,4
82,1378,1408,59,62,0,-3
82,1336,1304,61,62,0,-1
82,1179,1260,29,25,0,4
82,1371,1266,57,51,0,6
82,1465,1170,69,70,0,-1
82,1315,1377,85,81,0,4
82,1283,1133,72,57,0,15
82,1356,1229,59,49,0,10
82,1210,1338,71,65,0,6
82,1191,1232,70,76,0,-6
82,1389,1193,66,49,0,17
82,1331,1355,80,95,0,-15
82,1323,1274,71,61,0,10
82,1268,1278,72,59,0,13
82,1113,1333,75,73,0,2
82,1320,1434,74,60,0,14
82,1436,1392,61,57,0,4
82,1216,1312,75,61,0,14
82,1288,1313,65,68,0,-3
82,1131,1221,86,68,0,18
82,1259,1248,88,69,0,19
82,1119,1159,83,92,0,-9
83,1188,1293,57,86,0,-29
83,1199,1438,81,60,0,21
83,1151,1190,53,51,0,2
83,1450,1102,63,65,0,-2
83,1399,1184,72,83,0,-11
83,1102,1372,79,89,0,-10
83,1255,1214,83,73,0,10
83,1342,1367,75,65,0,10
84,1103,1296,81,76,0,5
84,1329,1235,76,58,0,18
84,1163,1344,73,61,0,12
84,1208,1281,80,70,0,10
84,1348,1173,91,89,0,2
84,1123,1132,62,75,0,-13
84,1444,1245,69,76,0,-7
84,1345,1277,75,65,0,10
84,1409,1396,72,66,0,6
84,1116,1196,75,64,0,11
84,1405,1275,87,75,0,12
84,1369,1122,86,81,0,5
84,1268,1304,64,50,0,14
84,1385,1462,93,84,0,9
84,1365,1258,73,76,0,-3
84,1228,1321,73,66,0,7
84,1387,1247,78,57,0,21
84,1192,1383,75,83,0,-8
84,1102,1447,39,61,0,-22
85,1346,1233,74,70,0,4
85,1338,1301,73,74,0,-1
85,1232,1191,87,73,0,14
85,1139,1266,57,73,0,-16
85,1202,1359,78,64,0,14
85,1416,1378,81,65,0,16
85,1433,1350,68,56,0,12
85,1151,1441,89,81,0,8
85,1440,1422,88,77,0,11
85,1190,1273,64,71,0,-7
85,1435,1246,78,82,0,-4
85,1459,1154,81,67,0,14
85,1268,1304,79,71,0,8
85,1425,1113,89,71,0,18
85,1260,1434,54,52,0,2
85,1320,1179,69,77,0,-8
85,1243,1242,41,59,0,-18
85,1307,1461,74,83,0,-9
85,1371,1177,60,52,0,8
85,1448,1181,60,84,0,-24
85,1129,1429,79,70,0,9
85,1102,1278,82,72,0,10
85,1356,1283,53,68,0,-15
85,1397,1376,93,73,0,20
85,1314,1318,82,62,0,20
85,1102,1447,55,57,0,-2
85,1221,1131,69,78,0,-9
85,1148,1357,70,82,0,-12
85,1192,1383,87,90,0,-3
85,1347,1205,57,69,0,-12
86,1455,1102,68,63,0,5
86,1458,1234,62,77,0,-15
86,1133,1229,71,88,0,-17
86,1336,1326,82,92,0,-10
86,1334,1140,52,80,0,-28
86,1125,1240,63,59,0,4
86,1293,1183,59,68,0,-9
86,1122,1188,79,57,0,22
86,1333,1102,74,56,0,18
86,1381,1170,88,69,0,19
86,1365,1360,60,71,0,-11
86,1276,1353,71,64,0,7
86,1417,1112,74,60,0,14
86,1451,1319,92,59,0,33
86,1398,1399,91,86,0,5
86,1362,1258,63,68,0,-5
86,1211,1388,87,65,0,22
86,1404,1184,72,89,0,-17
86,1186,1285,90,76,0,14
86,1201,1361,53,67,0,-14
86,1340,1102,84,64,0,20
86,1450,1143,82,51,0,31
86,1332,1160,60,56,0,4
86,1102,1390,61,79,0,-18
86,1342,1367,51,65,0,-14
86,1214,1144,57,76,0,-19
86,1347,1205,49,77,0,-28
86,1149,1255,62,70,0,-8
86,1420,1436,71,80,0,-9
86,1219,1457,70,76,0,-6
87,1193,1145,69,80,0,-11
87,1464,1237,70,72,0,-2
87,1454,1324,81,85,0,-4
87,1111,1375,63,65,0,-2
87,1209,1407,80,66,0,14
87,1297,1460,81,75,0,6
87,1102,1352,85,74,0,11
87,1253,1142,64,60,0,4
87,1233,1284,91,86,0,5
87,1198,1379,72,85,0,-13
87,1169,1218,74,75,0,-1
87,1236,1156,75,68,0,7
87,1173,1387,76,53,0,23
87,1123,1103,79,88,0,-9
87,1412,1330,76,69,0,7
87,1389,1265,59,54,0,5
87,1282,1102,68,57,0,11
87,1303,1315,72,62,0,10
87,1168,1414,78,89,0,-11
87,1227,1453,61,58,0,3
87,1471,1415,75,81,0,-6
87,1295,1355,67,68,0,-1
87,1213,1465,71,61,0,10
87,1308,1430,66,69,0,-3
87,1307,1461,67,79,0,-12
87,1138,1405,70,80,0,-10
87,1469,1470,59,77,0,-18
87,1363,1424,60,76,0,-16
87,1129,1429,81,77,0,4
87,1102,1167,71,66,0,5
87,1420,1436,66,55,0,11
87,1214,1144,68,73,0,-5
87,1149,1255,58,64,0,-6
87,1219,1457,63,71,0,-8
87,1391,1239,91,75,0,16
87,1252,1244,76,62,0,14
88,1102,1277,71,78,0,-7
88,1274,1210,60,87,0,-27
88,1310,1373,64,62,0,2
88,1408,1416,81,84,0,-3
88,1386,1247,91,82,0,9
88,1437,1163,68,60,0,8
88,1441,1459,56,80,0,-24
88,1154,1440,75,74,0,1
88,1397,1246,55,70,0,-15
88,1104,1435,82,78,0,4
88,1273,1202,60,70,0,-10
88,1381,1170,77,57,0,20
88,1376,1281,78,93,0,-15
88,1245,1185,64,51,0,13
88,1451,1319,74,52,0,22
88,1448,1301,62,80,0,-18
88,1393,1323,75,67,0,8
88,1242,1403,67,61,0,6
88,1456,1189,54,75,0,-21
88,1285,1186,76,90,0,-14
88,1433,1206,76,79,0,-3
88,1258,1140,71,88,0,-17
88,1400,1452,82,84,0,-2
88,1102,1340,40,71,0,-31
88,1278,1228,63,94,0,-31
88,1196,1208,70,63,0,7
88,1346,1351,80,64,0,16
88,1261,1120,104,80,0,24
88,1111,1375,54,56,0,-2
88,1209,1407,65,53,0,12
88,1102,1334,58,80,0,-22
88,1450,1390,85,76,0,9
88,1412,1330,58,65,0,-7
88,1338,1199,72,79,0,-7
88,1377,1331,86,84,0,2
88,1350,1182,79,72,0,7
88,1398,1240,76,77,0,-1
88,1193,1145,66,53,0,13
88,1122,1183,69,76,0,-7
88,1102,1352,80,61,0,19
88,1125,1399,90,66,0,24
88,1464,1237,77,70,0,7
88,1297,1460,71,77,0,-6
88,1236,1156,55,67,0,-12
88,1395,1243,54,62,0,-8
88,1422,1151,60,55,0,5
88,1454,1324,89,87,0,2
88,1404,1287,69,79,0,-10
88,1207,1371,81,75,0,6
88,1369,1184,94,72,0,22
88,1314,1257,99,54,0,45
88,1425,1112,72,81,0,-9
88,1296,1275,64,69,0,-5
88,1365,1337,86,82,0,4
88,1235,1328,56,66,0,-10
88,1279,1280,56,66,0,-10
88,1304,1345,58,75,0,-17
88,1169,1218,88,80,0,8
88,1233,1284,88,65,0,23
88,1253,1142,74,69,0,5
88,1201,1361,57,75,0,-18
88,1385,1177,83,88,0,-5
88,1333,1160,57,61,0,-4
88,1389,1265,50,51,0,-1
88,1181,1438,66,65,0,1
88,1303,1315,69,81,0,-12
88,1168,1414,67,64,0,3
88,1227,1453,59,69,0,-10
88,1282,1102,80,69,0,11
88,1211,1360,106,69,0,37
88,1471,1415,83,82,0,1
88,1293,1188,89,62,0,27
88,1295,1355,84,82,0,2
88,1213,1465,62,65,0,-3
88,1332,1102,67,64,0,3
88,1308,1430,67,60,0,7
88,1469,1470,64,48,0,16
88,1102,1167,63,44,0,19
88,1417,1113,80,79,0,1
88,1102,1143,62,51,0,11
88,1110,1298,60,72,0,-12
88,1262,1306,67,69,0,-2
88,1159,1131,82,72,0,10
88,1250,1259,47,75,0,-28
88,1192,1102,76,71,0,5
88,1119,1221,69,65,0,4
88,1107,1392,43,59,0,-16
88,1136,1467,60,58,0,2
88,1312,1127,63,76,0,-13
88,1197,1102,71,57,0,14
88,1383,1357,88,76,0,12
88,1391,1239,82,86,0,-4
88,1394,1249,77,68,0,9
88,1311,1146,79,68,0,11
88,1254,1148,87,74,0,13
88,1447,1384,67,52,0,15
88,1252,1244,77,63,0,14
89,1102,1348,78,70,0,8
89,1310,1373,66,68,0,-2
89,1326,1276,87,92,0,-5
89,1102,1153,90,52,0,38
89,1157,1204,65,55,0,10
89,1346,1351,93,68,0,25
89,1396,1378,76,83,0,-7
89,1353,1268,59,68,0,-9
89,1382,1172,69,58,0,11
89,1363,1424,64,67,0,-3
89,1179,1191,85,71,0,14
89,1102,1102,78,66,0,12
89,1234,1336,74,68,0,6
89,1356,1434,65,66,0,-1
89,1321,1458,51,68,0,-17
89,1462,1139,63,51,0,12
89,1159,1131,78,63,0,15
89,1107,1392,67,59,0,8
89,1192,1102,61,74,0,-13
89,1383,1357,82,88,0,-6
89,1312,1127,58,72,0,-14
89,1221,1119,67,51,0,16
89,1197,1102,63,70,0,-7
89,1467,1136,60,76,0,-16
89,1254,1148,81,79,0,2
89,1447,1384,70,68,0,2
89,1259,1250,72,76,0,-4
89,1110,1298,60,69,0,-9
89,1411,1102,75,77,0,-2
90,1369,1184,65,87,0,-22
90,1102,1102,68,64,0,4
90,1441,1422,56,77,0,-21
90,1188,1287,48,56,0,-8
90,1388,1337,66,61,0,5
90,1102,1426,76,74,0,2
90,1179,1191,74,63,0,11
90,1273,1154,88,52,0,36
90,1181,1393,85,71,0,14
90,1356,1434,67,64,0,3
90,1189,1456,73,54,0,19
90,1117,1402,52,57,0,-5
90,1425,1332,72,58,0,14
90,1329,1403,74,69,0,5
90,1102,1307,65,73,0,-8
90,1238,1212,63,59,0,4
90,1367,1205,58,69,0,-11
90,1322,1223,86,80,0,6
90,1394,1368,75,78,0,-3
90,1102,1146,88,63,0,25
90,1249,1358,71,77,0,-6
90,1108,1105,65,52,0,13
90,1380,1106,75,66,0,9
90,1342,1149,77,78,0,-1
90,1251,1466,74,54,0,20
91,1325,1103,90,73,0,17
91,1360,1334,67,77,0,-10
91,1209,1111,85,71,0,14
91,1141,1275,54,96,0,-42
91,1296,1138,74,102,0,-28
91,1350,1269,79,65,0,14
91,1433,1387,67,65,0,2
91,1277,1228,81,72,0,9
91,1395,1452,66,74,0,-8
91,1208,1261,91,78,0,13
91,1439,1210,53,69,0,-16
91,1257,1323,69,57,0,12
91,1185,1132,69,82,0,-13
91,1437,1385,81,58,0,23
91,1124,1235,77,72,0,5
91,1304,1336,83,86,0,-3
91,1113,1102,97,64,0,33
91,1207,1163,57,70,0,-13
91,1243,1328,62,57,0,5
91,1120,1196,57,74,0,-17
91,1281,1279,53,60,0,-7
91,1400,1242,75,72,0,3
91,1251,1466,74,54,0,20
91,1144,1219,68,48,0,20
91,1102,1115,72,56,0,16
91,1411,1290,82,45,0,37
92,1123,1245,90,71,0,19
92,1448,1155,39,60,0,-21
92,1172,1382,53,56,0,-3
92,1386,1173,97,84,0,13
92,1206,1102,63,58,0,5
92,1102,1307,62,55,0,7
92,1438,1301,61,68,0,-7
92,1202,1154,72,63,0,9
92,1422,1441,80,81,0,-1
92,1273,1151,81,77,0,4
92,1378,1396,47,65,0,-18
92,1280,1376,69,48,0,21
92,1139,1371,61,52,0,9
92,1247,1182,85,65,0,20
92,1314,1266,70,83,0,-13
92,1353,1102,74,63,0,11
92,1102,1408,61,46,0,15
92,1381,1319,85,80,0,5
92,1274,1199,71,88,0,-17
92,1166,1177,77,53,0,24
92,1344,1462,83,68,0,15
92,1409,1153,69,70,0,-1
92,1116,1104,81,66,0,15
92,1435,1397,58,70,0,-12
92,1424,1201,64,67,0,-3
92,1380,1105,73,57,0,16
92,1300,1102,63,79,0,-16
92,1313,1175,86,55,0,31
92,1255,1214,68,74,0,-6
92,1131,1221,75,86,0,-11
92,1259,1110,60,49,0,11
92,1322,1372,57,83,0,-26
92,1394,1102,61,69,0,-8
92,1230,1249,45,67,0,-22
92,1368,1270,91,96,0,-5
92,1311,1223,83,68,0,15
92,1101,1358,86,72,0,14
92,1108,1106,68,59,0,9
93,1444,1275,66,74,0,-8
93,1325,1185,86,67,0,19
93,1138,1141,85,73,0,12
93,1188,1404,66,53,0,13
93,1276,1234,79,57,0,22
93,1113,1102,80,72,0,8
93,1287,1398,74,60,0,14
93,1211,1365,89,75,0,14
93,1228,1304,86,70,0,16
93,1102,1443,81,57,0,24
93,1184,1125,81,67,0,14
93,1102,1417,61,76,0,-15
93,1183,1369,88,94,0,-6
93,1294,1340,66,64,0,2
93,1240,1293,87,74,0,13
93,1170,1451,73,82,0,-9
93,1399,1122,81,76,0,5
93,1277,1326,71,67,0,4
93,1140,1362,79,73,0,6
93,1390,1332,68,71,0,-3
93,1160,1425,80,62,0,18
93,1226,1285,58,64,0,-6
93,1337,1258,74,81,0,-7
93,1278,1321,59,67,0,-8
93,1361,1129,78,66,0,12
93,1143,1333,57,59,0,-2
93,1112,1450,69,53,0,16
93,1388,1334,58,46,0,12
93,1102,1352,83,73,0,10
93,1464,1227,74,58,0,16
93,1453,1236,84,89,0,-5
93,1454,1237,84,72,0,12
93,1467,1383,71,84,0,-13
93,1148,1447,63,83,0,-20
93,1136,1254,87,80,0,7
93,1384,1102,65,72,0,-7
93,1357,1192,69,82,0,-13
93,1354,1197,67,75,0,-8
93,1102,1290,82,62,0,20
93,1411,1115,79,65,0,14
94,1153,1408,91,71,0,20
94,1389,1351,66,52,0,14
94,1241,1180,78,84,0,-6
94,1373,1264,74,69,0,5
94,1402,1102,58,49,0,9
94,1142,1413,61,69,0,-8
94,1204,1111,78,84,0,-6
94,1102,1303,76,80,0,-4
94,1382,1102,88,41,0,47
94,1319,1381,62,92,0,-30
94,1387,1350,72,67,0,5
94,1133,1179,71,80,0,-9
94,1267,1317,65,77,0,-12
94,1330,1292,67,61,0,6
94,1426,1117,73,71,0,2
94,1407,1157,59,75,0,-16
94,1191,1283,81,90,0,-9
94,1102,1412,57,64,0,-7
94,1336,1345,52,73,0,-21
94,1434,1232,43,58,0,-15
94,1103,1132,71,83,0,-12
94,1102,1286,74,69,0,5
94,1414,1471,80,55,0,25
94,1256,1349,101,57,0,44
94,1102,1102,61,66,0,-5
94,1379,1194,60,69,0,-9
94,1430,1410,78,74,0,4
94,1470,1308,51,78,0,-27
94,1355,1282,67,49,0,18
94,1229,1320,56,70,0,-14
94,1260,1356,60,52,0,8
94,1429,1305,75,72,0,3
94,1375,1209,81,84,0,-3
94,1370,1213,63,57,0,6
94,1167,1169,84,58,0,26
94,1415,1102,68,72,0,-4
94,1424,1201,68,67,0,1
94,1218,1253,78,76,0,2
94,1391,1316,74,79,0,-5
94,1148,1447,83,77,0,6
94,1467,1383,75,67,0,8
94,1136,1254,63,60,0,3
94,1357,1192,70,64,0,6
94,1244,1195,80,63,0,17
95,1210,1393,84,77,0,7
95,1120,1397,77,72,0,5
95,1403,1400,68,59,0,9
95,1102,1276,57,73,0,-16
95,1177,1207,60,68,0,-8
95,1441,1273,85,61,0,24
95,1185,1296,91,57,0,34
95,1123,1141,97,91,0,6
95,1208,1376,70,91,0,-21
95,1226,1285,58,59,0,-1
95,1170,1451,70,72,0,-2
95,1130,1323,94,90,0,4
95,1458,1228,69,74,0,-5
95,1267,1317,73,72,0,1
95,1112,1102,75,74,0,1
95,1325,1138,66,86,0,-20
95,1172,1433,65,57,0,8
95,1155,1274,66,58,0,8
95,1116,1261,83,75,0,8
95,1256,1349,79,58,0,21
95,1294,1340,65,73,0,-8
95,1163,1266,80,62,0,18
95,1204,1111,65,57,0,8
95,1328,1329,90,94,0,-4
95,1435,1279,75,70,0,5
95,1439,1448,84,46,0,38
95,1161,1102,72,49,0,23
95,1287,1125,74,74,0,0
95,1190,1422,74,85,0,-11
95,1314,1199,78,70,0,8
95,1102,1412,96,79,0,17
95,1452,1243,65,43,0,22
95,1246,1196,67,71,0,-4
95,1360,1337,84,90,0,-6
95,1361,1129,62,58,0,4
95,1143,1332,63,74,0,-11
95,1206,1247,89,54,0,35
95,1275,1245,51,64,0,-13
95,1377,1295,80,71,0,9
95,1462,1166,77,69,0,8
95,1405,1444,91,44,0,47
95,1183,1404,68,73,0,-5
95,1379,1194,66,73,0,-7
95,1240,1122,75,67,0,8
95,1426,1117,64,56,0,8
95,1102,1102,69,59,0,10
95,1402,1102,61,57,0,4
95,1407,1157,71,76,0,-5
95,1142,1413,66,68,0,-2
95,1331,1442,85,81,0,4
95,1431,1150,70,47,0,23
95,1229,1320,87,94,0,-7
95,1260,1356,65,58,0,7
95,1188,1369,63,69,0,-6
95,1235,1395,72,76,0,-4
95,1181,1257,73,80,0,-7
95,1102,1303,76,80,0,-4
95,1423,1189,77,80,0,-3
95,1434,1232,70,58,0,12
95,1280,1104,59,64,0,-5
95,1390,1333,62,73,0,-11
95,1373,1264,64,56,0,8
95,1182,1348,86,75,0,11
95,1330,1292,73,60,0,13
95,1184,1398,89,84,0,5
95,1459,1202,74,73,0,1
95,1375,1209,73,82,0,-9
95,1191,1283,72,63,0,9
95,1304,1278,78,74,0,4
95,1133,1179,67,61,0,6
95,1414,1471,75,64,0,11
95,1102,1425,71,61,0,10
95,1242,1124,71,58,0,13
95,1389,1351,65,78,0,-13
95,1430,1410,73,64,0,9
95,1470,1308,64,55,0,9
95,1355,1282,88,77,0,11
95,1113,1450,77,74,0,3
95,1399,1293,71,61,0,10
95,1370,1213,71,81,0,-10
95,1415,1102,68,52,0,16
95,1160,1417,70,61,0,9
95,1218,1253,79,76,0,3
95,1167,1169,87,90,0,-3
95,1140,1388,65,51,0,14
95,1211,1258,86,69,0,17
95,1334,1362,76,69,0,7
95,1259,1298,67,73,0,-6
95,1468,1251,78,94,0,-16
95,1137,1110,71,78,0,-7
95,1391,1316,85,68,0,17
95,1354,1197,63,57,0,6
95,1119,1131,63,75,0,-12
95,1466,1252,73,66,0,7
95,1248,1250,75,69,0,6
95,1322,1368,79,61,0,18
95,1249,1372,88,83,0,5
95,1380,1108,89,75,0,14
95,1106,1411,76,86,0,-10
95,1105,1102,54,55,0,-1
95,1146,1101,84,82,0,2
95,1102,1311,101,105,0,-4
95,1175,1164,68,81,0,-13
95,1102,1300,55,53,0,2
95,1290,1238,54,68,0,-14
95,1270,1223,85,58,0,27
95,1262,1392,64,62,0,2
95,1216,1127,77,60,0,17
95,1107,1312,76,66,0,10
95,1214,1342,67,65,0,2
95,1219,1367,65,60,0,5
96,1139,1437,73,61,0,12
96,1153,1102,74,80,0,-6
96,1268,1277,73,55,0,18
96,1443,1198,91,58,0,33
96,1431,1150,77,62,0,15
96,1102,1286,61,71,0,-10
96,1326,1234,57,73,0,-16
96,1265,1346,76,67,0,9
96,1301,1338,65,62,0,3
96,1102,1378,98,52,0,46
96,1377,1295,77,89,0,-12
96,1331,1442,95,59,0,36
96,1429,1305,87,66,0,21
96,1354,1197,58,63,0,-5
96,1119,1131,57,55,0,2
96,1298,1259,66,58,0,8
96,1110,1137,81,68,0,13
96,1175,1164,74,94,0,-20
96,1250,1248,70,71,0,-1
96,1306,1262,64,72,0,-8
96,1216,1107,83,77,0,6
97,1443,1198,71,59,0,12
97,1382,1173,52,55,0,-3
97,1350,1386,73,76,0,-3
97,1387,1269,78,57,0,21
97,1265,1346,65,52,0,13
97,1438,1274,62,51,0,11
97,1393,1314,72,70,0,2
97,1304,1353,72,51,0,21
